nombre,altura,peso
Josefa Rius Valencia,177.2872337926429,65.69668329964249
Fabricio Tomas Sevillano,175.83685783537248,116.43806663310872
Celestino Ballester Pujol,163.8685064047716,47.23094032362458
Sonia Jimenez Gonzalo,158.3103051203719,73.99799383645015
Eric Manzano Leal,185.84628636366784,80.49687012790554
Joel Bou Amorós,169.42292066308886,54.64057646343909
Glauco Martín Quevedo,183.10201978428432,94.3525024820847
Jordán Martín,173.78929302927872,62.037486095106026
Zaira Ortuño Díez,159.44301775851693,67.36283667386421
Gala Marin Pou,152.1171555268196,47.56087348760504
Ernesto de Anaya,174.55360861676962,57.60616304026274
Gala Lerma Crespo,159.51984577224763,53.92684038661296
Silvia del Mayo,175.68450010769115,112.17385126881338
Heraclio Corral Perales,151.8295810644607,84.64131005668649
Yago Huerta-Montesinos,173.72107941094356,31.54851891529905
Joaquina de Batalla,192.71820598885955,52.21561377073135
Javi Santamaría Vega,152.88015967050345,57.49838721151859
Reinaldo Ariel Tello Caro,170.89204119192462,86.3000677398187
Clotilde Hierro Peralta,151.197355904105,47.70872097571332
Zoraida Sales Lumbreras,165.73952564764187,54.06777705280287
Estela del Acero,192.4157614477052,67.35285508388564
Primitiva Meléndez,151.79478551065566,52.19113409080328
Luis Gámez Martí,179.18872706243548,123.44234634862195
Eugenia Salcedo Bolaños,140.0,61.33827739515934
Ovidio Corral Chaves,166.16320436904198,87.21650958312685
Joel Velázquez Gallego,163.90304159982654,28.746730066520342
Pelayo de Andrés,177.91571747875668,64.12369285819771
Samu Miranda,167.59377466702344,91.4728659264037
Leocadio Rosales Diego,177.06145289610723,46.547960091404136
Luisina Capdevila Borja,172.31494892434256,90.44325748463466
Rosa Lozano Salgado,185.5336039381308,84.35079381894097
Amador Ibañez Sanmartín,150.94435677612353,58.17825528307997
Nayara Llanos,157.6591982755518,36.88304688801882
Ruth Anguita Arana,178.57705045037605,96.10087298591004
Sabina Castrillo Jimenez,181.59651477823363,98.93213312429206
María Alba Casanova Girona,200.0,107.8434490832434
Estrella Alfaro Ferrán,193.61876171110413,124.28668001409358
Gerónimo Jódar,186.57467690189455,82.18867150283423
Victoriano Esteve Lago,171.98357192748873,31.47530013338873
Carmela Rosales Barragán,175.20118715817242,43.6675370283624
Paca Toro Herrera,175.68669266869162,74.23225247631716
Severo Díez Frutos,159.74924942354198,49.77015695821581
Trinidad Tur Pastor,153.50132572430016,77.1053731155127
Odalis Noriega-Pallarès,174.49656291577588,83.96346391507498
Rosalina Barros Fabra,176.986280397205,49.19129570441553
Delia Cuéllar Raya,177.44117591347057,101.5947195684244
Elías Palomo Cornejo,166.4695980032941,51.44834445885623
Mauricio Leopoldo Pinilla Gonzalez,144.36885641639418,81.8143380178906
Casandra Real Torrents,162.1575289568455,52.04234008538321
Jose Garcés,140.0,29.70231667939582
Azahara Goicoechea Macias,161.04617819833214,98.57385180888544
Bernarda Sala Oliveras,161.49149357888297,86.00315264794537
María Teresa Pozo,176.30028035438758,56.36493435175843
Domingo Calvo Barreda,193.53403172108048,142.14349280427365
Águeda Taboada,194.9763950782456,94.2321564924062
Esmeralda Soriano-Vizcaíno,176.84338650116683,33.8190992879928
Nydia Castañeda,140.0,41.240157292711984
Leonor Quero Sanjuan,173.56466758190476,99.864879129092
Felicia Campo Gutiérrez,165.2000105309416,66.41111206124431
Abel Medina Ojeda,176.23880029891208,53.92275644251207
Víctor Sarmiento,166.7232847128884,59.527683947801485
Luis Román,181.53284955869285,104.55337627831264
Quique Bilbao Badía,144.82365633720053,55.11524150597395
Emma de Tapia,157.2595826676407,74.865347422181
Amaro Alberola Valcárcel,169.12147991171784,63.11691139807929
Quirino Cantón Pera,180.2535763278276,39.1521473127255
Zaira Ricarda Ortega Vilaplana,181.5097620326566,84.12054597604798
Silvia Conesa Pedrosa,168.725644794774,55.09903820805019
Mirta Sans Bustos,163.835735713714,66.19189129995232
Carla Daza Chamorro,161.41845176567327,100.7988854919506
Petrona Vazquez Hoyos,175.60201880848228,75.22848819382047
Jafet Matías Salinas Carbajo,160.46862906705036,102.8706956219176
Diana Tenorio Ribas,166.6909462331024,56.51079786639974
Vicente Fajardo Quintana,178.9501109308047,67.01847220232625
Antonio Muñoz Mínguez,160.87862218421918,90.06349926147767
Valerio Solera,140.0,39.52520568976863
Tere Mariño Teruel,181.2103757540839,121.14889587231984
María Ángeles Terrón Boix,184.09224440218813,82.19731768410958
Montserrat Montserrat Varela,158.07251595836462,65.27803544614261
Cirino Moliner,145.52044686432902,58.305334881206136
Bartolomé Severiano Abellán Castañeda,152.4081515962906,46.752373712900926
Marcelino Pintor Duque,159.9132875579541,45.79204451964915
Segismundo de Escobar,177.40324760046633,71.01000854966685
Ximena Pedrero Llorente,156.76871201205174,42.01515368272797
Angelita Benavides Arévalo,151.085159284925,38.91012992914736
Leocadio Cazorla Escamilla,195.00227784804216,106.45116470417574
Natalia Hoz Marquez,178.98263854462837,76.77295593637635
Laura Perera Roman,180.52172143423024,67.47619205767288
Salomé Lluch Gutierrez,185.63581541082524,127.70731172678649
Malena Aragón Querol,157.42245514372698,47.84794688857991
Eliseo Ariel Pereira Guerra,172.9896101764695,59.337924273800965
Ruy Ortega Aznar,199.17982319538388,84.51619956844303
Víctor Huguet,155.7000400463163,63.57109808719586
Bernardino Cal Vallés,189.39911098158,84.94077088889254
Anabel Nieves Borrás Talavera,197.56056245032192,109.96655435740944
Tiburcio Iglesia-Sevillano,178.93828053266455,105.7915834252634
Vito Castañeda Chamorro,165.0024394292994,39.89362913119094
Marco Adadia Riera,161.73151586100963,59.38613270694588
Julie Samper,162.75548526260224,80.55375641774438
Rodolfo Cristóbal Lobo Morante,181.96547113808407,120.62426767414355
Carmelo Pujol Martín,159.88108424102788,51.90735644526306
Carolina Osorio Grau,192.3860134461156,105.18684209530578
Mariano Gabaldón Cervera,169.42418015522398,62.70544078822296
Pascuala Coll,150.77788662525077,37.45801298679501
Edgardo Heras Alegre,179.02242793979326,48.18157455271347
Martina Carballo Barragán,155.09174593460014,63.955724259108194
Maricruz Cabezas,165.64908509789706,64.47078126436575
José Mari Asenjo Morcillo,161.73148097190267,53.527855063708486
Eliana Boada,151.98881355426323,52.7002415323575
Carmela Viña,161.71088230342917,87.21438489620579
Dani Diéguez,192.02874050933667,55.91675459602054
Crescencia de Feijoo,167.70434366300032,60.5031875751832
Regina Cueto Perales,147.12273454678385,42.714348647662895
Marco Mir Sedano,197.33703951188176,72.77190572760396
Natanael Moraleda Páez,192.2108729268012,94.6622592759554
Nuria Hoz Olmo,178.36072119903017,75.72367662121957
Bartolomé Mateu,177.87890982990723,92.01699723116016
Bautista Roma-Ferrando,140.0,64.25361347897064
Emiliano de Tello,186.4789919936677,115.97336316105287
Hernando Salamanca Pelayo,165.7134594723378,63.13849213268824
Tiburcio Jose Francisco Pomares Valdés,180.4057954986963,36.23338228186356
Diana Abigaíl Pardo Fonseca,171.4249926101293,36.03390481259783
Iván de Prada,179.77667543925082,82.7196494022446
Zaira del Avilés,143.06206436624709,37.768385767251885
Jose Ramón Salas Sevilla,160.5310049590859,43.05260848578551
Guiomar Calderón,177.33080231697923,40.442796578601104
Alfonso Barroso Ávila,194.6700643048137,141.80886969508904
Fidel de Garmendia,154.43990208998665,61.22370692067049
Luz del Barberá,167.72484995906052,69.03282944752753
Roxana de Santamaría,188.79675143331144,65.28777725403529
Lucas Valdés Marti,169.6139976099815,31.5592497697747
Juana Carrillo Calderón,172.6295627918005,57.37813265794957
Emiliana Río Ríos,147.20788960215992,53.7193002436391
Fidel Ugarte Villalobos,166.54137394159395,48.14502817608346
Consuela Aguilar Pelayo,200.0,54.69818436780159
Paola de Guzman,170.90945221389353,35.19993690450956
Petrona Córdoba Godoy,176.64351569218445,120.50291363397434
Héctor Bonet Segura,164.4311182929162,97.20647755755616
Saturnino Caparrós Criado,164.37011371261326,57.90601642401937
Lope Acedo-Montserrat,156.29328188537613,52.76471816820024
Aarón Cánovas Mosquera,168.64398471991342,57.86012237534528
Natividad Reguera Muro,176.27959108184157,75.4973977878625
Ángel Roldán Alvarado Poza,181.38763849057756,117.51280236353234
José de Martorell,154.38425409693008,38.35355305538535
Calixto Lobato Aranda,199.45434945351275,46.25035999417949
Pastor Ruben Serra Conesa,193.014676217078,70.64463676699724
Leoncio Arnau Priego,176.01556946631388,73.47889081648879
Coral Llanos Esparza,200.0,76.87362816834613
Anastasio Campo-Gibert,164.3149716376676,38.88847879493889
Alfredo Méndez Planas,158.47016434308432,42.27887372558959
Nidia Hernando Baquero,154.47338152450942,27.60882117737965
Reyna Teruel León,140.0,30.919608179194185
Esteban Goñi Criado,177.39704640704153,80.76050771581126
Priscila Nieves Nieto Barros,180.58773053866497,109.10550217039916
Dalila Peral-Ortuño,182.2724753756096,98.27135662066992
Ruth Dolores Llanos Cerdán,169.11026720648508,70.21584158501679
Anabel Liliana Reyes Roman,169.10124835051823,33.82147036626149
Jennifer Pacheco Gonzalo,158.38214463905615,54.26766024815468
Merche Torrent,179.62272109635998,97.27697551342476
Estela Cerro Soler,200.0,43.95270152436014
Fito Cruz Alvarez Morcillo,167.34546269533146,29.65066023433569
Micaela Beatriz Velázquez Cortés,140.4092297505593,74.54434683662058
Jordán Valdés Pellicer,167.2553658584239,61.937602738715526
Lope Aragonés,161.71241753357546,33.77689812083846
Sancho Montoya-Bernal,160.3320755986795,100.97161065279904
Eutimio del Serna,168.84609487557643,99.98752612387946
Ligia Fidela Aramburu Blázquez,141.84145949594097,59.26811088019914
Estefanía Morillo Cáceres,183.28552141333716,42.4540033194339
Óscar Lasa,148.12284649605752,49.856544250719175
Elisa Barrera Molins,140.0,60.724482529132914
Aureliano Miguel Porcel,162.6686467724549,98.5752704965348
Encarnacion de Ricart,188.8377594788427,83.72477261096233
Carmelo Perelló Tudela,173.46251915979863,37.34764799801732
Ibán Mateu Arellano,146.2952990730847,42.2522471342761
Felicia Reyes Badía Cabrero,185.5640995564751,116.36224062036212
Carmelita Landa Olmedo,184.6079124628275,95.21147456264076
Angélica Xiomara Viña Otero,186.1431318272078,110.07944601630444
Remigio Montalbán Cañas,185.33152160325477,128.9482049563294
Camila Badía Calleja,159.29243518967178,37.68448563477263
Victorino Catalán,180.78140476502705,110.41497442644118
Geraldo Vaquero Cruz,157.88721211689906,93.73611626032331
Baudelio Taboada Bermejo,179.2381922463075,35.94620465561761
Cesar Meléndez Alvarado,188.17149665974733,83.01974496055577
Hermenegildo del Cazorla,163.51849746350248,39.01760942585664
Cornelio Fajardo Requena,150.76008419093876,54.39551855222737
Aarón Antón Gimenez,141.01989837131686,70.93170163688139
Mercedes Posada Diéguez,160.24774167443098,54.84919817512471
Belen Llobet-Franco,179.95232189328163,76.8524550256705
Ani Plana Gelabert,162.3478961217923,36.27149418910517
Javi Ibáñez Sanmiguel,178.19108931849547,49.53055921366747
Nuria Huerta Sanz,175.22418597940438,65.69916108427769
Amador Arcos Pacheco,149.2057436076181,45.31940832505486
Guadalupe Kike Galan Salcedo,182.33155836113752,77.83401849356852
Vidal Valencia Escribano,161.9198515903729,84.72368850823497
Nico Hidalgo Palacio,161.99674826101355,37.137913934815785
Bartolomé Sarmiento Murcia,200.0,47.8306121567361
Esther Juárez-Mariscal,170.31833623711205,68.23665545661663
Áurea Carbó Camps,167.91633695757278,59.9694258337405
Lucila Artigas Palacio,178.36632486574908,66.34718539842659
Georgina Rosalina Fajardo Roselló,174.27058693177165,50.2679501906273
Maximiliano Alemany Moles,152.7373327697122,45.88991106935573
Duilio Jódar Coca,157.3457804257067,26.98323262110193
Alfonso Andreu,181.7600039367213,110.8719265982445
Lucio Gallego-Enríquez,170.87525779048863,34.46773756347754
Macario Macias Galindo,185.8730387033345,115.14742890032268
Berta Araceli Lobato Montesinos,174.68046021771266,35.54770257862255
Glauco Bartolomé Pereira Calleja,185.02775123799927,58.63896170401648
Federico Fabián Sanmartín Hoyos,173.68506311116178,49.148890246509055
Sonia Alemán,200.0,153.17748892687686
Jafet Ropero Gordillo,146.38472082244894,23.795195210976303
Natalia Suárez Codina,164.54316352381153,36.66874464611106
Sosimo Barros Mata,166.12862862295987,107.8776949773017
Amanda Figueras Revilla,190.50432979989023,93.76049836585275
René de Rosa,178.1978237315531,51.71150066323187
Calista Otero Cañizares,159.83443518111014,79.63866341491888
Florentina Isaura Diaz Montoya,177.7450566334906,108.43545730757732
Victorino Figueras Bartolomé,149.24535035136785,69.16316255374066
Selena Perea Berenguer,186.7777247072621,110.60899944601788
Fidela Apolonia Ochoa Santiago,165.77368093715288,44.57654069051662
Leonel Alvarez Ribas,166.1954974537018,68.39910370254378
Bibiana Viñas Roselló,172.14638731205108,46.68291950786508
Sosimo Escamilla-Hernando,160.96239562868334,41.19735626837314
Custodia Criado Montenegro,185.32176537058533,39.60926468693704
Mercedes Fajardo Escobar,172.63465477363476,62.81306140302661
Iris Velázquez-Fábregas,170.07392271135942,95.00086498441702
Jorge Valencia-Cánovas,200.0,72.86863877205647
Marco Gomila Diéguez,140.0,38.321307354648965
Ágata Julián Borrell,175.20240436614762,96.47671864199944
Jenaro Piñeiro-Palau,149.45703719450933,78.72647554593377
Víctor del Arana,140.9664781291711,46.23709692828098
Leire Adoración Ibáñez Cuenca,165.74479011056687,63.138150323879984
Chus Viña,172.8046659817469,43.047560915278005
Marcia Ángel Barrios,182.93314894007813,37.74200490024361
Bruno Bustos Mora,180.66902642042464,53.62296243198129
Cándido Montaña,178.00984141599352,73.50844241756613
